headline_id,instrument,related_clients,title,source,timestamp,sentiment,sentiment_score
HDL00161,EURUSD,ROCKFORD_TRUST_088;SUMMIT_ADVISORS_051,ECB Delays Signals Dovish Policy Stance,Reuters,2025-11-29T22:25:32.792901,neutral,0.17
HDL00032,EURUSD,ROCKFORD_TRUST_088;SENTINEL_ASSETS_067,EURUSD Trading Range Narrows Amid CPI Data,FT,2025-11-29T22:25:32.792901,neutral,0.15
HDL00044,AUDUSD,ZEUS_COMM_019;NEXUS_CAPITAL_017,RBA Signals Drives Tests Support,FT,2025-11-29T21:25:32.792901,neutral,0.19
HDL00120,USDJPY,MERIDIAN_FUND_052;HORIZON_GLOBAL_056,Japanese Employment Shows Strength,Bloomberg,2025-11-29T21:25:32.792901,neutral,-0.06
HDL00005,USDJPY,ROCKFORD_TRUST_088;VANGUARD_MARKETS_078,BoJ Signals Shows Strength,Reuters,2025-11-29T21:25:32.792901,neutral,0.03
HDL00099,GOLD,ZEUS_COMM_019,Safe Haven Demand Misses Forecast,Bloomberg,2025-11-29T21:25:32.792901,neutral,-0.04
HDL00170,USDJPY,VANGUARD_MARKETS_078;ACME_FX_023,BoJ Hints At Weakens,FT,2025-11-29T20:25:32.792901,negative,-0.53
HDL00091,EURUSD,PHOENIX_CAPITAL_031;HORIZON_GLOBAL_056,European Retail Sales Data Misses Forecast,Bloomberg,2025-11-29T20:25:32.792901,neutral,0.01
HDL00077,EURUSD,ACME_FX_023;ATLAS_BOND_012,Euro Declines on Rate Decision,Reuters,2025-11-29T20:25:32.792901,negative,-0.59
HDL00029,GOLD,ZEUS_COMM_019,Gold Strengthens on Inflation Worries,Bloomberg,2025-11-29T20:25:32.792901,positive,0.87
HDL00200,AUDUSD,SUMMIT_ADVISORS_051;ATLAS_BOND_012,Aussie Dollar Weakens on Central Bank Meeting,WSJ,2025-11-29T18:25:32.792901,negative,-0.82
HDL00100,AUDUSD,STERLING_FX_041;QUANTUM_FINANCE_015,Aussie Dollar Weakens on CPI Data,Reuters,2025-11-29T18:25:32.792901,negative,-0.5
HDL00074,EURUSD,VANGUARD_MARKETS_078;ROCKFORD_TRUST_088,EURUSD Volatility Spikes Amid GDP Release,FT,2025-11-29T18:25:32.792901,neutral,-0.19
HDL00116,EURUSD,PHOENIX_CAPITAL_031;SUMMIT_ADVISORS_051,European Services Data Weakens,FT,2025-11-29T17:25:32.792901,negative,-0.66
HDL00022,GBPUSD,PHOENIX_CAPITAL_031;SENTINEL_ASSETS_067,UK Retail Sales Disappoints,Bloomberg,2025-11-29T17:25:32.792901,negative,-0.6
HDL00127,AUDUSD,STERLING_FX_041;QUANTUM_FINANCE_015,Commodity Currencies Weakens,WSJ,2025-11-29T17:25:32.792901,negative,-0.62
HDL00050,EURUSD,STERLING_FX_041;PINNACLE_WEALTH_064,ECB Signals Signals Hawkish Policy Stance,Reuters,2025-11-29T16:25:32.792901,neutral,-0.18
HDL00023,GBPUSD,PHOENIX_CAPITAL_031;OLYMPUS_VENTURES_024,UK Housing Shows Strength,Reuters,2025-11-29T16:25:32.792901,neutral,0.18
HDL00045,USDJPY,ROCKFORD_TRUST_088;NEXUS_CAPITAL_017,Japanese Manufacturing Beats Expectations,WSJ,2025-11-29T16:25:32.792901,positive,0.82
HDL00030,AUDUSD,ZEUS_COMM_019;NOVA_MACRO_045,RBA Maintains Drives Hits Multi-Month High,WSJ,2025-11-29T16:25:32.792901,neutral,-0.17
HDL00164,USDJPY,HORIZON_GLOBAL_056;VANGUARD_MARKETS_078,Japanese Manufacturing Beats Expectations,WSJ,2025-11-29T16:25:32.792901,positive,0.52
HDL00007,GBPUSD,OLYMPUS_VENTURES_024;NEXUS_CAPITAL_017,UK Manufacturing Misses Forecast,Reuters,2025-11-29T14:25:32.792901,neutral,0.18
HDL00129,GBPUSD,NEXUS_CAPITAL_017;HORIZON_GLOBAL_056,UK Housing Shows Strength,Bloomberg,2025-11-29T14:25:32.792901,neutral,-0.19
HDL00038,USDJPY,ACME_FX_023;HORIZON_GLOBAL_056,Dollar-Yen Volatility Spikes on GDP Release,Reuters,2025-11-29T14:25:32.792901,neutral,-0.15
HDL00069,AUDUSD,TITAN_EQ_008;NEXUS_CAPITAL_017,Aussie Dollar Strengthens on GDP Release,Reuters,2025-11-29T14:25:32.792901,positive,0.65
HDL00087,USDJPY,CORNERSTONE_INV_033;NEXUS_CAPITAL_017,Dollar-Yen Hits Multi-Month High on Jobs Report,Bloomberg,2025-11-29T14:25:32.792901,neutral,0.03
HDL00146,GOLD,ZEUS_COMM_019,Safe Haven Demand Shows Strength,Bloomberg,2025-11-29T14:25:32.792901,neutral,-0.1
HDL00055,GOLD,ZEUS_COMM_019,Gold Strengthens on Trade Tensions,FT,2025-11-29T13:25:32.792901,positive,0.79
HDL00165,GOLD,ZEUS_COMM_019,Gold Weakens on Rate Decision,Reuters,2025-11-29T13:25:32.792901,negative,-0.71
HDL00085,USDJPY,ROCKFORD_TRUST_088;ACME_FX_023,Japanese Housing Weakens,FT,2025-11-29T13:25:32.792901,negative,-0.7
HDL00130,GBPUSD,APEX_TRADING_089;OLYMPUS_VENTURES_024,Sterling Declines After Jobs Report,Bloomberg,2025-11-29T13:25:32.792901,negative,-0.83
